id,data,bezeroa,hiria,produktua,kategoria,prezioa,unitateak
282,2025-05-16,Zoraida Montero Linares,Ourense,SSD diskoa,Osagaiak,249.64,1
283,2025-03-05,Amalia Quero,Lleida,SSD diskoa,Osagaiak,1589.39,6
284,2025-11-01,Gerónimo Fonseca Manzanares,Valencia,Mini PC,Ordenagailuak,501.59,6
285,2026-09-22,Quique Higueras,Álava,Sare-kablea,Sareak,53.29,9
286,2026-01-01,Florencio Abella Peñalver,Badajoz,Sagua,Periferikoak,1090.3,7
287,2026-08-26,Pelayo Losada Buendía,Ceuta,Sare-kablea,Sareak,1440.47,8
288,2025-11-21,Benita Prado,Palencia,Mini PC,Ordenagailuak,132.55,3
289,2025-04-24,Ángeles Pozo Morera,León,SSD diskoa,Osagaiak,483.9,4
290,2026-04-16,Asunción Cortés-Camacho,León,Txartel grafikoa,Osagaiak,648.52,2
291,2026-08-29,Jaime Mendez,Córdoba,Teklatua,Periferikoak,190.2,5
292,2025-02-27,Brunilda Bou Hurtado,La Coruña,Mini PC,Ordenagailuak,105.86,5
293,2026-05-15,Albino Quiroga Santamaria,Badajoz,Webkamera,Periferikoak,213.17,2
294,2024-11-08,Berto de Pérez,Soria,Mini PC,Ordenagailuak,1925.82,2
295,2026-07-25,Aitor Barón Figueroa,Zaragoza,Sagua,Periferikoak,193.42,2
296,2026-08-12,Cesar Rosselló Prat,Albacete,Mahaigaineko ordenagailua,Ordenagailuak,1404.54,3
297,2025-02-27,Emigdio Losada Salmerón,Alicante,Sagua,Periferikoak,1330.37,8
298,2026-06-30,Ana Bonilla Losa,Barcelona,Sare-kablea,Sareak,413.82,9
299,2025-12-28,Rosalina de Piñeiro,Lugo,Txartel grafikoa,Osagaiak,709.72,9
300,2025-07-04,Albert Montaña Gilabert,Zaragoza,Monitorea,Periferikoak,124.6,9
301,2026-04-06,Cebrián de Huguet,Cuenca,Teklatua,Periferikoak,1569.28,10
302,2025-06-10,Chus Guzmán Monreal,Palencia,Bideratzailea,Sareak,1445.89,6
303,2025-11-09,Silvio Ugarte,Cádiz,Txartel grafikoa,Osagaiak,82.11,1
304,2025-12-07,Juan José Tejedor Abascal,Salamanca,RAM memoria,Osagaiak,1656.16,6
305,2026-07-26,América Almeida Coloma,Vizcaya,Prozesadorea,Osagaiak,1738.67,6
306,2025-06-23,Maristela Cabrero Navarro,Guadalajara,Ordenagailu eramangarria,Ordenagailuak,327.93,7
307,2026-01-10,Paulino Palacios Godoy,Jaén,Wi-Fi egokigailua,Sareak,1508.88,5
308,2025-01-31,Pascual Posada Antúnez,Pontevedra,SSD diskoa,Osagaiak,1891.78,4
309,2026-08-08,Fito Bermejo Gárate,Guadalajara,Ordenagailu eramangarria,Ordenagailuak,1307.11,6
310,2024-10-02,Edelmiro Bauzà,Córdoba,Bideratzailea,Sareak,1480.0,1
311,2025-08-09,Carina Riba Ureña,Huelva,Sare-kablea,Sareak,212.61,10
312,2025-01-20,Salomón Aragonés Mariño,Guadalajara,SSD diskoa,Osagaiak,1954.13,2
313,2025-01-26,Candelaria Benavides Buendía,Pontevedra,Webkamera,Periferikoak,1447.3,7
314,2025-12-11,Camila Baeza Cadenas,Castellón,RAM memoria,Osagaiak,843.89,9
315,2026-01-19,Diego Atilio Ayala Pozo,Burgos,Teklatua,Periferikoak,743.0,7
316,2025-04-27,Julia Chus Caballero Amigó,Cáceres,Mini PC,Ordenagailuak,602.1,8
317,2025-05-07,Jovita Torrijos Landa,Segovia,Mini PC,Ordenagailuak,798.23,6
318,2025-06-20,Amada Lago Sabater,Córdoba,Switch-a,Sareak,1719.34,10
319,2025-01-12,Aristides Núñez Riba,Navarra,Ordenagailu eramangarria,Ordenagailuak,1726.49,9
320,2026-08-29,Maribel Gutiérrez Tamayo,Ávila,Sare-kablea,Sareak,1853.91,1
321,2024-12-20,Carmela Diego Galán,Barcelona,Prozesadorea,Osagaiak,872.1,7
322,2026-09-22,Silvestre Jordá Montenegro,Ávila,Txartel grafikoa,Osagaiak,1144.5,9
323,2026-06-11,Jesusa Alberola,Baleares,Webkamera,Periferikoak,311.18,10
324,2026-07-31,Reyna Cabrero-Macias,La Rioja,Mahaigaineko ordenagailua,Ordenagailuak,789.83,8
325,2024-10-21,Heriberto Cobo-Querol,La Coruña,Wi-Fi egokigailua,Sareak,1419.3,1
326,2026-07-28,Ainara Nebot Mateo,Cuenca,Sare-kablea,Sareak,1762.89,2
327,2024-12-31,Remedios Montesinos Leon,Pontevedra,Prozesadorea,Osagaiak,389.56,4
328,2026-03-18,Teófila Pereira,Málaga,Switch-a,Sareak,139.39,9
329,2025-01-01,Vanesa Andres,Cantabria,Switch-a,Sareak,1719.7,4
330,2025-08-23,Ofelia Flor Lledó,Lleida,Mini PC,Ordenagailuak,817.81,2
331,2025-03-19,Martirio Salmerón Elías,Palencia,Mini PC,Ordenagailuak,721.44,3
332,2026-03-24,Erasmo Amorós Pomares,Cáceres,Sagua,Periferikoak,1760.28,4
333,2025-04-08,Loida Almagro Agullo,Barcelona,RAM memoria,Osagaiak,1236.1,4
334,2025-12-12,Pelayo Pedro Llopis Roda,Huelva,Webkamera,Periferikoak,521.27,8
335,2026-01-31,Gisela Marisol Calatayud Aguilera,Navarra,Monitorea,Periferikoak,616.87,2
336,2024-11-09,Miguel Morcillo-Lluch,Segovia,Wi-Fi egokigailua,Sareak,390.19,9
337,2026-07-12,Graciana Nadia Montenegro Chaves,Segovia,Txartel grafikoa,Osagaiak,610.33,7
338,2025-07-04,Lupe Falcó Novoa,Soria,Sare-kablea,Sareak,1861.85,6
339,2026-06-03,Carolina del Cabanillas,Barcelona,Monitorea,Periferikoak,1490.71,3
340,2026-01-14,Galo de Melero,Zamora,Monitorea,Periferikoak,766.33,10
341,2025-08-28,Joel Baeza Belda,Cantabria,Teklatua,Periferikoak,1781.87,7
342,2025-07-22,Bruno Fonseca Noriega,Ourense,Webkamera,Periferikoak,298.4,3
343,2025-09-14,Faustino Barco Acuña,Cuenca,Ordenagailu eramangarria,Ordenagailuak,1563.99,3
344,2025-09-16,Berto Roura Román,Las Palmas,Txartel grafikoa,Osagaiak,790.0,1
345,2026-03-11,Victor Manuel Montserrat Farré,Soria,Prozesadorea,Osagaiak,1288.93,4
346,2026-02-12,Esperanza Castelló Calderon,Málaga,SSD diskoa,Osagaiak,347.8,1
347,2026-08-17,Pascuala Viña Zamora,Las Palmas,Sagua,Periferikoak,706.62,6
348,2025-01-22,Agustina Gracia Gomez,Castellón,Prozesadorea,Osagaiak,1212.64,3
349,2025-06-18,Godofredo Jaume Atienza,Sevilla,Ordenagailu eramangarria,Ordenagailuak,1343.2,1
350,2025-07-25,Beatriz Iriarte Sánchez,Castellón,Mini PC,Ordenagailuak,1409.8,1
351,2025-07-28,Natanael Viña Lerma,La Rioja,Teklatua,Periferikoak,1052.92,10
352,2025-04-18,Jose Ramón Fiol Folch,Melilla,Ordenagailu eramangarria,Ordenagailuak,738.9,7
353,2025-01-19,Leonor de Terrón,Ciudad,Teklatua,Periferikoak,31.85,2
354,2026-05-26,Brígida Bosch Vidal,Toledo,Mini PC,Ordenagailuak,212.32,4
355,2026-09-15,Eligio Jesús Ayllón Cabo,Alicante,Wi-Fi egokigailua,Sareak,742.86,6
356,2026-03-17,Teodoro Arroyo Agustí,Sevilla,Switch-a,Sareak,678.45,8
357,2026-06-27,Gilberto Noriega España,La Coruña,Webkamera,Periferikoak,1975.58,5
358,2026-02-09,Rosalía Robles Diaz,Barcelona,Bideratzailea,Sareak,1935.2,2
359,2026-07-21,Rosario Ríos Escudero,Vizcaya,Wi-Fi egokigailua,Sareak,1257.3,3
360,2026-07-27,Vicente Reina Saez,Asturias,Wi-Fi egokigailua,Sareak,1346.4,1
361,2026-09-07,Lorenza Zabala Bustos,Sevilla,RAM memoria,Osagaiak,991.44,7
362,2026-05-29,Violeta de Alberdi,Málaga,Txartel grafikoa,Osagaiak,1749.63,3
363,2026-03-26,Dalila Muro Lobo,Málaga,Ordenagailu eramangarria,Ordenagailuak,1132.82,7
364,2026-05-13,Jeremías Saldaña Samper,Madrid,Sare-kablea,Sareak,652.15,8
365,2024-12-07,Alicia Abad Bou,Málaga,Mini PC,Ordenagailuak,428.83,8
366,2025-06-16,Sebastian Gisbert Santos,Navarra,Webkamera,Periferikoak,1472.84,6
367,2024-12-16,Abel del Padilla,Navarra,Wi-Fi egokigailua,Sareak,1442.13,1
368,2025-09-18,Ascensión Izquierdo Ferrández,Baleares,Txartel grafikoa,Osagaiak,446.58,4
369,2024-12-11,Amalia Casal Sanjuan,Sevilla,Sagua,Periferikoak,1978.63,1
370,2025-11-01,Sofía Tomas Verdugo,Tarragona,Mini PC,Ordenagailuak,360.93,3
371,2025-07-03,María Dolores Vera Montserrat Varela,La Rioja,Mini PC,Ordenagailuak,1880.88,4
372,2025-07-11,Emilia Santamaría Cañellas,La Rioja,Monitorea,Periferikoak,1731.89,9
373,2026-02-25,Melania de Font,Salamanca,Monitorea,Periferikoak,1411.44,3
374,2025-09-26,Olimpia Carlos Ortuño,Palencia,Txartel grafikoa,Osagaiak,1385.95,9
375,2026-06-26,Roxana Alberto Yáñez,Albacete,Webkamera,Periferikoak,302.6,1
376,2025-04-06,Eric Iglesia Coll,Tarragona,SSD diskoa,Osagaiak,422.96,9
377,2025-06-12,Aroa Gomez Porcel,Málaga,Mini PC,Ordenagailuak,594.88,1
378,2025-07-03,Mamen Balaguer Alberto,Cantabria,Sare-kablea,Sareak,1704.28,6
379,2026-04-13,Eugenio Sanchez,Soria,Prozesadorea,Osagaiak,387.22,9
380,2025-06-26,Eligia Lamas Castillo,Palencia,Mahaigaineko ordenagailua,Ordenagailuak,16.42,8
381,2024-10-23,María Azcona Mascaró,Zamora,SSD diskoa,Osagaiak,154.9,6
382,2026-08-23,Anabel Vazquez,La Rioja,Txartel grafikoa,Osagaiak,193.44,4
383,2026-01-21,Fernanda Marin Gil,Navarra,Prozesadorea,Osagaiak,239.85,6
384,2025-03-18,Ágata María Ángeles Hervás Ariño,Jaén,Bideratzailea,Sareak,795.32,9
385,2024-10-12,Samanta Perera,Madrid,Teklatua,Periferikoak,612.83,4
386,2025-10-04,Celso Aguilera Bastida,Sevilla,Sagua,Periferikoak,1776.87,7
387,2025-02-21,Miriam Bello Corral,Lleida,Mini PC,Ordenagailuak,684.4,2
388,2024-11-02,León Bejarano-Goñi,La Rioja,Mahaigaineko ordenagailua,Ordenagailuak,928.8,7
389,2025-05-12,Nerea Carrasco Aguado,Valladolid,Bideratzailea,Sareak,1440.9,6
390,2025-04-23,Marcio Armando Lucena Río,La Coruña,Mini PC,Ordenagailuak,68.6,3
391,2025-01-01,Rosalinda Marquez Cobos,Soria,SSD diskoa,Osagaiak,1965.1,9
392,2024-12-22,Luciano Prado Blázquez,Castellón,SSD diskoa,Osagaiak,438.52,9
393,2025-01-19,Mario del Ferrera,Cádiz,Prozesadorea,Osagaiak,1748.96,9
394,2026-01-07,Espiridión Bautista Iglesia,Cantabria,Sare-kablea,Sareak,1953.42,6
395,2026-01-27,Aureliano del Baños,Guadalajara,Txartel grafikoa,Osagaiak,927.42,10
396,2026-02-12,Lorenzo Pastor Molina,Cáceres,Teklatua,Periferikoak,646.31,4
397,2025-04-13,Benita Mármol Tena,León,Wi-Fi egokigailua,Sareak,1591.39,8
398,2025-01-30,Anita Sol Lozano Chaves,Córdoba,Mini PC,Ordenagailuak,1820.8,2
399,2026-07-07,Melania Anguita,Vizcaya,Mini PC,Ordenagailuak,440.4,9
400,2025-10-25,Jovita de Paz,Ceuta,Monitorea,Periferikoak,279.59,9
401,2025-07-10,Adelina Haro,Valladolid,Mini PC,Ordenagailuak,292.57,3
402,2025-11-11,Mónica Coll-Tomás,Alicante,RAM memoria,Osagaiak,1564.62,4
403,2025-04-04,Alfonso de Villaverde,Jaén,Mahaigaineko ordenagailua,Ordenagailuak,1884.58,1
404,2026-09-09,Aroa Vázquez Llanos,Palencia,Mini PC,Ordenagailuak,1172.22,7
405,2025-06-17,Juan Infante Peñalver,Melilla,Sare-kablea,Sareak,727.44,8
406,2026-07-03,Josué Chamorro Sabater,Ceuta,Bideratzailea,Sareak,1058.82,5
407,2025-01-11,Gerardo Carrasco Grau,Zaragoza,SSD diskoa,Osagaiak,1480.14,8
408,2025-09-08,Candelaria Reig-Alonso,Alicante,Switch-a,Sareak,1179.75,3
409,2025-12-27,Victor Manuel Collado Barba,Córdoba,RAM memoria,Osagaiak,1063.51,10
410,2026-06-27,Aristides Cándido Sanchez Soto,Cáceres,Ordenagailu eramangarria,Ordenagailuak,1705.52,10
411,2026-04-27,Mateo Vicente Lamas,Toledo,SSD diskoa,Osagaiak,1893.58,10
412,2025-03-10,Benigna Camps Alegre,Melilla,Mini PC,Ordenagailuak,1406.53,3
413,2025-01-31,María Carmen Alma Vaquero Carpio,Lugo,Mini PC,Ordenagailuak,271.77,9
414,2026-07-10,Lourdes Rivero Pellicer,Tarragona,Mini PC,Ordenagailuak,883.29,8
415,2025-06-06,Ariel Roig-Cañete,Lugo,Switch-a,Sareak,1868.1,5
416,2025-03-31,Pedro Aguilar Yáñez,Melilla,Bideratzailea,Sareak,773.83,4
417,2025-07-19,Casemiro Rojas Izaguirre,Murcia,Webkamera,Periferikoak,1161.46,10
418,2026-09-18,Priscila Frías Reyes,Cádiz,Monitorea,Periferikoak,1150.71,8
419,2026-09-15,Fabiola Puig-Cervera,Valencia,Sagua,Periferikoak,919.89,3
420,2025-02-27,Roberta Nevado Azorin,Jaén,Mini PC,Ordenagailuak,15.11,3
421,2026-07-31,Anunciación Baró Jódar,Huesca,Bideratzailea,Sareak,1252.4,7
422,2025-12-16,Eloísa Barceló,Santa Cruz de Tenerife,Sare-kablea,Sareak,904.1,4
423,2025-02-13,Lina Lorena Guardiola Doménech,Huesca,Sagua,Periferikoak,1346.0,3
424,2026-09-21,Feliciana Prats Ramirez,Melilla,Ordenagailu eramangarria,Ordenagailuak,1514.9,2
425,2025-10-30,Zoraida del Olivera,Ceuta,Mini PC,Ordenagailuak,1977.24,8
426,2025-11-17,Chucho Ramírez-Velasco,Navarra,Bideratzailea,Sareak,1035.37,6
427,2026-05-03,Urbano Ibáñez-Salas,Ourense,Mahaigaineko ordenagailua,Ordenagailuak,1581.31,6
428,2026-02-03,Tere Amorós-Toledo,Córdoba,Bideratzailea,Sareak,788.81,4
429,2026-05-01,Feliciana Villalonga Agustí,Ciudad,SSD diskoa,Osagaiak,195.51,6
430,2025-11-02,Jordán Mir Otero,Ourense,Mahaigaineko ordenagailua,Ordenagailuak,379.95,4
431,2026-03-16,Quirino de Lara,Ceuta,Switch-a,Sareak,1714.31,10
432,2025-01-15,Benito Bermudez Ugarte,Valladolid,Teklatua,Periferikoak,1741.61,6
433,2025-09-18,Teófila Llobet-Tudela,Valladolid,Monitorea,Periferikoak,819.28,10
434,2024-11-02,Judith Antúnez Valverde,La Coruña,RAM memoria,Osagaiak,941.15,9
435,2025-05-12,Adolfo Galvez Pino,Guadalajara,Wi-Fi egokigailua,Sareak,1259.33,3
436,2025-03-16,María José Novoa Paz,Madrid,Webkamera,Periferikoak,436.53,6
437,2026-06-09,Jafet Escolano-Castro,Badajoz,Monitorea,Periferikoak,1651.3,9
438,2026-06-11,Camilo Conde,Zaragoza,Bideratzailea,Sareak,366.53,8
439,2026-09-20,Luna Moles,Granada,SSD diskoa,Osagaiak,1156.72,1
440,2024-12-05,Amor Garriga Izquierdo,Santa Cruz de Tenerife,Bideratzailea,Sareak,926.95,6
441,2025-06-14,Manuela del Núñez,La Rioja,Teklatua,Periferikoak,724.86,10
442,2025-11-19,Carmelita del Padilla,Soria,Txartel grafikoa,Osagaiak,1591.94,8
443,2025-06-29,Jesús Maximiano Coca Diez,La Rioja,Mini PC,Ordenagailuak,1259.73,7
444,2024-11-20,Corona Mir Moliner,Teruel,Mahaigaineko ordenagailua,Ordenagailuak,1244.82,7
445,2026-07-04,Piedad Viñas Sanjuan,Cáceres,Sagua,Periferikoak,1754.2,3
446,2026-01-20,Cruz Diaz Puerta,Badajoz,Prozesadorea,Osagaiak,1923.6,9
447,2024-10-13,Luciana Blanco Calleja,Salamanca,Ordenagailu eramangarria,Ordenagailuak,177.83,7
448,2025-03-10,Ismael Matías Cases Castro,Albacete,Teklatua,Periferikoak,1363.45,6
449,2025-08-31,Elena del Cepeda,Palencia,Sare-kablea,Sareak,1297.95,10
450,2025-10-11,Esmeralda del Tirado,Zaragoza,Bideratzailea,Sareak,909.39,6
451,2025-04-01,Adelardo Aarón Zabala Cerezo,Girona,Sare-kablea,Sareak,1100.1,8
452,2025-04-30,Rosalva Marco Guardia,Navarra,Wi-Fi egokigailua,Sareak,391.52,9
453,2025-07-09,Pepito Porta Pineda,Córdoba,Bideratzailea,Sareak,869.8,4
454,2025-04-19,Rufina del Rey,Asturias,Sagua,Periferikoak,284.37,2
455,2025-12-18,Pancho Téllez-Expósito,Albacete,Switch-a,Sareak,106.68,1
456,2026-09-03,Eloy Bernardino Ríos Aguiló,Ávila,RAM memoria,Osagaiak,35.63,4
457,2025-07-27,Florencia Silva Angulo,Ávila,Sagua,Periferikoak,119.34,7
458,2025-10-25,Clemente Ibáñez Pizarro,Baleares,Mini PC,Ordenagailuak,514.49,8
459,2026-03-16,Conrado Serna Burgos,Lugo,Txartel grafikoa,Osagaiak,1400.39,6
460,2025-12-27,Ramón Viñas Carvajal,Lugo,SSD diskoa,Osagaiak,411.46,1
461,2026-09-04,Maximiliano del Morata,Cáceres,SSD diskoa,Osagaiak,1202.15,7
462,2024-09-30,Luis Ángel Talavera Cortina,Vizcaya,Prozesadorea,Osagaiak,514.2,8
463,2026-02-06,Íngrid Barreda Barreda,Segovia,Ordenagailu eramangarria,Ordenagailuak,1441.68,2
464,2025-09-15,Manuela Olivera Ródenas,Albacete,Txartel grafikoa,Osagaiak,738.92,3
465,2026-07-12,Olalla Río Mariño,Cantabria,Sagua,Periferikoak,1118.44,6
466,2025-04-12,Zoraida Teodora Cueto Bayón,León,Wi-Fi egokigailua,Sareak,1683.33,9
467,2025-08-21,Fortunata Esteve,Salamanca,Monitorea,Periferikoak,1594.79,4
468,2026-03-04,Salud del Falcó,Vizcaya,Sagua,Periferikoak,1260.36,6
469,2026-01-04,Atilio Zabala Batlle,Barcelona,Switch-a,Sareak,1793.4,4
470,2025-09-13,Alcides Pont Trillo,Almería,Mahaigaineko ordenagailua,Ordenagailuak,457.77,2
471,2026-08-04,Nacio Tur,Lleida,Mini PC,Ordenagailuak,129.46,9
472,2026-05-17,Sergio Larrañaga Ángel,Toledo,Bideratzailea,Sareak,1713.38,2
473,2026-08-26,Aureliano Guardia Pol,Cantabria,RAM memoria,Osagaiak,1172.8,3
474,2026-03-22,Felisa Segarra-Roldán,Cáceres,Switch-a,Sareak,1131.51,9
475,2026-01-16,María Carmen del Ortuño,Navarra,Monitorea,Periferikoak,1735.47,7
476,2026-05-20,María Fernanda Hernandez Gargallo,Vizcaya,Wi-Fi egokigailua,Sareak,742.57,8
477,2024-09-24,Erasmo Alegre Villaverde,Granada,Bideratzailea,Sareak,620.28,4
478,2024-10-09,Ángel Vidal-Cortes,Alicante,Webkamera,Periferikoak,733.19,3
479,2025-06-18,Diana Guijarro-Jaén,Ávila,Webkamera,Periferikoak,1170.27,2
480,2026-04-25,Jose Francisco Bustos Mas,Toledo,Webkamera,Periferikoak,165.99,1
481,2025-06-04,Hilda Carreño González,Santa Cruz de Tenerife,Webkamera,Periferikoak,115.39,9
482,2025-05-15,Brígida Morillo-Vallés,Burgos,Ordenagailu eramangarria,Ordenagailuak,1384.93,7
483,2026-03-27,Ligia Bosch-Girona,Girona,Sare-kablea,Sareak,308.16,6
484,2025-09-06,Leocadio Pujol Jáuregui,La Coruña,Mini PC,Ordenagailuak,894.99,3
485,2025-09-10,Jose Francisco Prats,Navarra,RAM memoria,Osagaiak,501.9,5
486,2025-05-18,Anunciación Capdevila-Riba,Huesca,Wi-Fi egokigailua,Sareak,395.41,6
487,2026-04-08,Gabino Salamanca Coello,Alicante,Ordenagailu eramangarria,Ordenagailuak,413.87,6
488,2026-03-31,Basilio Ballester Herrero,Girona,Prozesadorea,Osagaiak,708.88,2
489,2025-08-18,Fito Gallart Galán,Murcia,Monitorea,Periferikoak,1128.61,10
490,2026-02-13,Godofredo Zurita Arranz,Cáceres,Prozesadorea,Osagaiak,586.25,10
491,2024-11-01,Anastasio Pont Linares,Badajoz,Teklatua,Periferikoak,604.83,7
492,2026-09-09,Olimpia Cabezas,Madrid,Prozesadorea,Osagaiak,386.25,9
493,2025-11-07,Alex Huertas Ávila,Guipúzcoa,Sare-kablea,Sareak,810.95,3
494,2025-06-04,Felicidad Mate Guzman,Zaragoza,Ordenagailu eramangarria,Ordenagailuak,1286.32,7
495,2026-08-14,Daniel Cordero-Noguera,Sevilla,Ordenagailu eramangarria,Ordenagailuak,184.93,7
496,2025-07-25,Calista Roldan-Miguel,León,RAM memoria,Osagaiak,428.83,3
497,2026-06-15,Omar Patricio Zabaleta Cepeda,Vizcaya,RAM memoria,Osagaiak,1348.72,3
498,2024-11-12,Pacífica de Espinosa,Burgos,Teklatua,Periferikoak,1572.4,7
499,2025-05-03,Carlos Expósito-Campillo,Cádiz,Bideratzailea,Sareak,1566.78,10
500,2025-12-10,Cristina María Guerra Gual,Huelva,Teklatua,Periferikoak,1414.99,8
501,2025-09-25,José Olivia Pereira Espejo,Madrid,Txartel grafikoa,Osagaiak,286.2,4
502,2024-10-17,Óscar Lerma Rey,Valencia,RAM memoria,Osagaiak,1556.26,2
503,2026-08-01,Teresita Trillo Morcillo,Ciudad,Txartel grafikoa,Osagaiak,834.99,1
504,2026-03-03,María José Zapata Arenas,León,Sare-kablea,Sareak,1698.5,4
505,2026-09-12,León Ponce Villalonga,Cantabria,Wi-Fi egokigailua,Sareak,905.5,5
506,2025-08-26,Emilia Ballester Villanueva,Lleida,Webkamera,Periferikoak,190.92,9
507,2025-02-02,Virginia Cerdá-Pozuelo,Guadalajara,Mahaigaineko ordenagailua,Ordenagailuak,56.22,8
508,2026-06-30,Edgardo Morante Céspedes,Ávila,Prozesadorea,Osagaiak,1451.57,6
509,2025-10-11,Pascuala Vidal Cuesta,Navarra,Mahaigaineko ordenagailua,Ordenagailuak,94.98,3
510,2025-11-10,Ceferino Coca Escamilla,La Rioja,Monitorea,Periferikoak,638.93,8
511,2025-12-25,Vinicio Catalá Franco,Salamanca,Monitorea,Periferikoak,30.58,8
512,2025-10-25,Marco Uriarte Gárate,Palencia,Sare-kablea,Sareak,934.52,8
513,2025-12-06,Donato Lobo Galiano,Cádiz,Ordenagailu eramangarria,Ordenagailuak,117.83,6
514,2025-01-08,Nazario Martín Muñoz,Almería,Ordenagailu eramangarria,Ordenagailuak,858.22,3
515,2025-12-14,Maribel Rocío Elías Sarabia,Alicante,Teklatua,Periferikoak,1578.38,6
516,2026-07-11,Reynaldo Roma Barón,Lugo,Sagua,Periferikoak,254.88,5
517,2025-10-13,Clementina Gallart,Badajoz,Teklatua,Periferikoak,995.92,10
518,2025-08-01,Dora Zaragoza Otero,Salamanca,Webkamera,Periferikoak,1069.93,8
519,2026-05-06,Cruz Olga Manrique Ferrer,Baleares,Bideratzailea,Sareak,957.8,2
520,2026-04-30,Haydée Arroyo Múgica,Navarra,RAM memoria,Osagaiak,28.81,4
521,2025-03-28,Fabio Marín Velázquez,Vizcaya,Teklatua,Periferikoak,238.87,6
522,2025-07-10,María Manuela Andres-Echevarría,Guipúzcoa,Monitorea,Periferikoak,1893.86,8
523,2026-04-28,Jose Angel Cortés Serna,Lleida,Sare-kablea,Sareak,1905.95,1
524,2025-11-10,Manu Alfonso Galindo,Zaragoza,Monitorea,Periferikoak,140.19,5
525,2025-05-29,Maura Daza Porras,Pontevedra,Ordenagailu eramangarria,Ordenagailuak,1775.96,5
526,2026-02-24,Hilario Bolaños-Valdés,Huesca,Webkamera,Periferikoak,1703.38,4
527,2025-01-29,Rita Arcos Franch,León,Teklatua,Periferikoak,1641.61,9
528,2025-02-09,Paula Zabaleta Menéndez,Burgos,Prozesadorea,Osagaiak,1688.66,3
529,2026-03-06,Gala Yuste Carmona,Granada,Prozesadorea,Osagaiak,1412.76,2
530,2025-08-30,Aurelio Viñas Miguel,Ourense,Monitorea,Periferikoak,1313.26,6
531,2025-02-11,Juan Pablo Montaña-Sainz,Cuenca,RAM memoria,Osagaiak,327.35,2
532,2026-08-24,Lola de Gabaldón,Navarra,Mahaigaineko ordenagailua,Ordenagailuak,560.18,5
533,2025-01-27,Mariano Victor Manuel Nevado Salcedo,Barcelona,Prozesadorea,Osagaiak,969.86,1
534,2025-07-01,Ignacio Pou Escamilla,Salamanca,Mahaigaineko ordenagailua,Ordenagailuak,644.42,4
535,2026-09-04,Margarita Catalá Buendía,Badajoz,Mahaigaineko ordenagailua,Ordenagailuak,640.87,8
536,2025-03-12,Calixto del Parra,Cádiz,Wi-Fi egokigailua,Sareak,1620.41,8
537,2024-10-16,Aurelia Ortega Tejero,Cáceres,Wi-Fi egokigailua,Sareak,1577.44,10
538,2025-09-29,Salomé Campo Moreno,Zamora,SSD diskoa,Osagaiak,1096.59,7
539,2025-03-17,Leocadio de Toledo,Asturias,Wi-Fi egokigailua,Sareak,431.88,10
540,2026-04-19,Margarita Nogués Guzman,Sevilla,Bideratzailea,Sareak,1519.91,10
541,2024-12-16,Jordana Eufemia Cabanillas Salgado,Granada,Sare-kablea,Sareak,147.76,2
542,2025-05-21,Artemio Gelabert Chamorro,Valladolid,Switch-a,Sareak,1358.19,8
543,2025-07-05,Itziar Ferrán-Fuster,Granada,Monitorea,Periferikoak,1886.55,6
544,2025-11-23,Lina Graciana Castell Mariscal,Huesca,Mini PC,Ordenagailuak,1987.6,1
545,2024-12-13,Toribio Albino Gutierrez Rosales,Santa Cruz de Tenerife,Monitorea,Periferikoak,1462.48,7
546,2025-08-07,Natanael Durán,Barcelona,Switch-a,Sareak,1142.49,6
547,2025-01-14,Bonifacio Alberdi Bellido,Burgos,Sare-kablea,Sareak,1352.55,3
548,2025-01-02,Teodora Sarmiento Roig,Lleida,Mini PC,Ordenagailuak,873.7,8
549,2025-06-10,Ibán Aguilera Valentín,Teruel,Wi-Fi egokigailua,Sareak,846.69,10
550,2024-10-18,Loreto Tomas Pedrosa,Palencia,Webkamera,Periferikoak,1974.88,2
551,2026-03-11,Tecla Losa,Melilla,Prozesadorea,Osagaiak,1076.78,2
552,2025-09-03,Octavio Miguel Baena,Murcia,Prozesadorea,Osagaiak,965.58,9
553,2025-11-16,Ignacia Osorio Mariño,Cáceres,Bideratzailea,Sareak,1428.76,5
554,2024-11-07,Marina Dominguez Aznar,Zaragoza,Teklatua,Periferikoak,592.62,2
555,2025-09-28,Edmundo Cazorla-Lucas,Córdoba,Prozesadorea,Osagaiak,1523.14,10
556,2026-07-20,Narciso Salom Pelayo,Córdoba,RAM memoria,Osagaiak,998.23,9
557,2025-06-01,Camilo Correa Valcárcel,Vizcaya,Mahaigaineko ordenagailua,Ordenagailuak,492.84,8
558,2025-02-24,Amelia Lamas Carmona,Cáceres,Txartel grafikoa,Osagaiak,821.6,5
559,2026-03-22,Cruz del Porta,Córdoba,Switch-a,Sareak,1091.55,1
560,2026-08-01,Francisca Moles Armengol,Murcia,Monitorea,Periferikoak,1963.55,10
